Timestamp;Temperature;Vibration;Pressure;Flow Rate;Efficiency
2024-01-04 02:45:00;7,25992E+15;5,14646E+15;1,51782E+16;4,46146E+14;5,95786E+15
2024-01-04 10:27:00;7,2036E+15;4,92416E+15;2,45541E+16;3,23171E+16;6,7942E+15
2024-01-04 10:00:00;7,4883E+15;1,28719E+16;1,61272E+16;1,26183E+16;6,84597E+15
2024-01-02 08:43:00;6,30862E+15;3,3511E+15;3,09729E+16;2,75665E+16;8,43314E+15
2024-01-03 06:03:00;6,94934E+15;6,89411E+14;2,99317E+15;2,46942E+15;7,76271E+15
2024-01-02 02:30:00;7,18647E+15;2,12091E+16;2,94306E+16;3,06127E+16;
2024-01-03 16:07:00;8,10375E+14;2,16623E+16;2,97253E+16;1,8409E+16;6,66776E+15
2024-01-01 05:21:00;7,09309E+15;3,63408E+13;3,38048E+16;2,8066E+15;6,47437E+15
2024-01-02 20:38:00;7,59023E+15;1,28399E+16;2,33362E+15;1,11767E+16;9,14028E+15
2024-01-04 05:05:00;7,61327E+15;8,45107E+15;3,22315E+15;1,59642E+14;7,00296E+15
2024-01-04 10:29:00;8,14896E+15;3,92181E+16;1,86846E+16;4,48581E+15;7,99612E+14
2024-01-03 07:28:00;8,13129E+15;3,77407E+15;2,40253E+16;2,51175E+16;8,96125E+15
2024-01-03 07:37:00;7,47125E+15;1,67346E+16;1,51782E+15;1,70166E+16;7,1437E+15
2024-01-01 09:49:00;7,26226E+15;3,19039E+16;2,06828E+15;2,42896E+16;8,91254E+15
2024-01-01 04:11:00;7,16808E+15;2,06874E+15;2,41632E+16;3,48269E+16;7,35289E+14
2024-01-03 18:13:00;7,37947E+14;5,16762E+15;3,31858E+16;1,01973E+16;8,16989E+14
2024-01-02 03:10:00;7,28298E+13;5,93075E+15;2,1339E+16;4,79358E+16;6,59708E+15
2024-01-01 09:07:00;7,77681E+15;2,61669E+15;2,84482E+15;3,21684E+16;8,16189E+15
2024-01-01 00:35:00;7,71015E+15;6,93483E+15;3,16793E+16;2,52387E+16;6,66218E+15
2024-01-03 08:02:00;7,7959E+15;1,27267E+16;2,15306E+16;4,45328E+16;8,92991E+15
2024-01-02 01:13:00;8,12964E+15;1,16512E+16;1,83846E+15;2,98645E+14;7,44689E+15
2024-01-03 23:57:00;8,43143E+15;2,76934E+16;2,68239E+16;1,37166E+13;9,36354E+15
2024-01-01 00:39:00;7,56233E+15;3,37363E+16;2,06877E+16;4,65137E+16;8,11759E+15
2024-01-04 08:19:00;8,04973E+15;5,84505E+15;2,8049E+16;2,54636E+16;8,80357E+15
2024-01-03 09:45:00;7,32417E+15;2,32838E+16;1,7694E+16;3,28773E+15;
2024-01-02 05:20:00;;3,00961E+16;1,80319E+16;4,77758E+15;7,73049E+15
2024-01-02 14:24:00;8,03075E+15;1,39876E+16;2,85185E+14;2,18046E+15;8,50815E+15
2024-01-03 14:03:00;8,00421E+15;1,04632E+15;3,44712E+16;1,71199E+15;7,9723E+15
2024-01-03 06:44:00;7,54703E+15;1,93848E+16;1,99379E+15;4,46149E+16;
2024-01-04 11:13:00;7,16582E+15;3,48978E+15;2,92783E+16;3,0881E+16;8,44909E+15
nan;6,80274E+15;8,17629E+15;2,56408E+15;3,78061E+15;9,41087E+14
2024-01-03 02:32:00;7,47998E+15;1,67444E+16;3,18768E+16;1,44257E+16;8,9452E+15
2024-01-03 00:58:00;8,26651E+15;5,62114E+15;2,27777E+15;3,78495E+16;6,3591E+15
2024-01-03 02:39:00;7,34508E+15;6,93685E+15;3,44343E+15;3,29632E+15;9,30003E+15
2024-01-04 05:35:00;7,89256E+15;1,52909E+16;1,66479E+15;2,31117E+16;6,89609E+15
2024-01-02 18:25:00;7,92198E+15;1,15811E+16;3,4693E+15;4,39846E+15;6,34164E+16
2024-01-02 19:12:00;7,35816E+15;1,73434E+16;3,19247E+15;2,84223E+16;6,17484E+15
2024-01-01 19:48:00;8,15817E+14;1,25896E+16;3,23292E+16;2,63508E+15;7,38062E+15
2024-01-03 01:26:00;6,04567E+15;3,37896E+14;3,18481E+15;1,73361E+14;7,06897E+15
2024-01-01 17:57:00;6,88862E+15;4,42683E+15;3,22373E+15;2,01856E+16;6,23801E+16
2024-01-01 01:47:00;7,04218E+15;2,45426E+16;3,13031E+15;2,093E+16;6,00005E+15
2024-01-01 21:55:00;7,09014E+15;2,07239E+16;3,29903E+16;2,62319E+15;6,62543E+14
2024-01-03 05:07:00;7,66813E+15;5,02835E+15;2,4216E+16;3,00336E+14;6,73518E+15
2024-01-02 21:53:00;7,64502E+15;1,30114E+16;3,37858E+16;4,96117E+15;8,49003E+15
2024-01-04 07:13:00;7,697E+15;1,27219E+16;2,26993E+16;3,18003E+16;7,44655E+15
2024-01-01 20:31:00;7,79804E+15;2,50485E+15;2,95703E+16;2,86858E+16;7,43426E+15
2024-01-02 23:56:00;7,02495E+15;7,11324E+15;2,92071E+15;3,55891E+15;8,95528E+15
2024-01-01 05:23:00;6,89091E+14;6,00479E+15;3,14179E+15;4,02228E+15;7,1736E+15
2024-01-01 13:19:00;7,69816E+15;1,62047E+16;2,97677E+16;4,91758E+16;6,87458E+15
2024-01-03 11:30:00;7,18488E+14;1,93667E+16;1,57076E+16;4,99238E+16;6,70616E+15
2024-01-03 00:14:00;6,71476E+15;5,25478E+14;2,97831E+15;4,44357E+16;8,38488E+15
2024-01-03 00:47:00;7,98567E+15;2,18636E+15;1,54659E+16;1,17017E+16;
nan;8,19755E+14;1,64932E+16;2,56646E+16;1,1677E+14;8,26778E+15
2024-01-01 16:11:00;8,27858E+14;8,62691E+15;3,1779E+16;2,29245E+15;8,18033E+15
2024-01-02 04:07:00;7,5935E+14;4,70995E+14;3,15915E+16;4,47148E+16;8,11576E+15
2024-01-03 11:35:00;7,81297E+15;1,49909E+16;3,18263E+16;4,80757E+15;7,45606E+15
2024-01-02 09:40:00;8,18493E+15;1,17757E+16;2,70482E+16;3,51734E+15;
2024-01-03 19:34:00;7,17929E+15;2,21412E+16;1,86762E+16;1,77119E+15;9,0143E+15
2024-01-01 15:52:00;8,05534E+15;4,95386E+13;2,51596E+16;4,88587E+15;7,08078E+15
2024-01-01 05:59:00;7,6377E+15;3,24649E+16;2,53242E+15;4,59444E+16;6,82113E+15
2024-01-03 16:17:00;7,95686E+15;3,51937E+16;2,14954E+16;4,65325E+16;9,2985E+15
2024-01-01 14:21:00;7,59305E+15;1,42777E+16;2,3482E+15;3,03099E+15;9,20472E+15
2024-01-03 04:25:00;8,14813E+15;3,98445E+16;3,24435E+15;2,47152E+16;7,05783E+15
2024-01-03 07:05:00;7,61176E+15;4,25461E+15;2,53586E+16;3,54854E+16;
2024-01-03 02:06:00;6,75801E+15;3,51258E+16;2,90949E+16;3,6252E+16;7,50343E+15
2024-01-03 18:41:00;8,22596E+14;4,54449E+15;2,49162E+16;4,70943E+16;7,84333E+15
2024-01-02 22:10:00;7,02623E+15;8,60842E+15;2,73494E+16;3,28603E+16;6,45275E+15
2024-01-02 16:38:00;8,12653E+15;5,90984E+15;1,68517E+16;4,51509E+15;6,19523E+15
2024-01-03 01:02:00;7,45488E+14;1,10055E+16;3,36278E+15;2,26183E+16;8,64331E+15
2024-01-03 22:38:00;8,08801E+15;1,25005E+16;2,37187E+16;1,16997E+16;9,29981E+15
nan;8,06738E+15;4,60614E+15;2,99661E+16;2,74545E+14;5,70097E+15
2024-01-03 04:34:00;7,71507E+15;3,09235E+16;2,8342E+16;1,79955E+16;
2024-01-03 15:07:00;7,75427E+15;7,3046E+15;3,09854E+14;4,1122E+15;7,4091E+15
2024-01-03 21:49:00;7,71131E+15;5,50366E+15;1,56975E+16;4,21911E+15;6,89028E+15
2024-01-02 23:05:00;6,49309E+14;1,60838E+16;3,3707E+16;4,13219E+14;7,2845E+15
2024-01-02 18:19:00;7,55917E+15;7,63785E+15;3,15949E+15;2,85129E+15;8,82551E+15
2024-01-02 13:11:00;6,94197E+15;4,49914E+15;3,16752E+16;4,57148E+15;6,62845E+15
2024-01-01 12:44:00;7,58559E+15;1,43617E+16;2,43423E+15;2,78228E+15;6,35555E+15
2024-01-01 00:19:00;6,92853E+15;1,90468E+16;3,09265E+15;3,39971E+13;9,43702E+15
2024-01-04 09:43:00;6,90752E+15;1,44542E+16;2,65036E+16;1,85384E+15;6,89722E+15
2024-01-03 03:33:00;8,30247E+15;2,43275E+16;2,50696E+16;1,09547E+16;9,29639E+14
2024-01-02 06:43:00;8,03472E+15;4,0126E+14;3,06984E+16;3,4178E+16;7,89721E+15
2024-01-02 12:05:00;7,49793E+15;2,05865E+15;2,7556E+16;3,61238E+15;6,78006E+15
2024-01-02 07:02:00;7,59238E+15;2,70405E+16;1,65432E+15;4,71618E+16;7,11146E+14
2024-01-02 23:30:00;7,37604E+15;2,20813E+16;2,12902E+15;4,37925E+16;7,54042E+15
2024-01-03 20:43:00;7,78494E+15;4,55095E+15;2,74419E+15;4,10412E+15;6,99583E+15
2024-01-02 15:00:00;7,16197E+15;5,33046E+15;3,3076E+16;3,8012E+15;8,70535E+15
2024-01-01 08:47:00;7,99687E+15;4,861E+15;3,366E+15;2,72739E+15;7,51004E+15
2024-01-02 05:03:00;7,37346E+15;7,03935E+15;3,17782E+16;2,9549E+15;8,90285E+15
2024-01-03 18:43:00;7,29008E+15;6,91029E+15;2,00863E+15;4,11739E+14;8,99202E+15
2024-01-01 18:43:00;7,51086E+15;5,44808E+15;2,44676E+16;1,63529E+14;9,20787E+15
2024-01-03 13:49:00;7,20443E+15;1,70477E+16;2,36678E+16;3,86991E+16;8,63764E+15
nan;7,66434E+15;1,94663E+15;2,37737E+16;3,49978E+16;7,9389E+15
2024-01-02 20:00:00;7,23132E+13;4,04544E+15;1,59957E+16;1,89753E+15;6,39556E+16
2024-01-01 12:45:00;7,73426E+15;3,62375E+15;1,84728E+16;2,782E+16;8,34911E+15
nan;8,108E+15;7,7306E+15;1,80652E+16;4,12902E+15;6,10553E+15
2024-01-03 19:51:00;;3,54994E+16;2,73454E+16;1,46259E+16;6,56331E+15
2024-01-02 12:56:00;7,43471E+15;1,03095E+15;;3,49641E+15;8,93603E+15
2024-01-03 22:16:00;7,73067E+15;3,37542E+15;2,14878E+16;2,68357E+16;8,90549E+15
2024-01-03 01:12:00;7,28207E+15;5,39298E+15;2,38781E+16;2,00224E+15;7,7571E+15
2024-01-01 16:10:00;7,73216E+15;3,28125E+15;2,14843E+16;4,56567E+16;8,79659E+15
2024-01-03 07:50:00;7,7777E+14;2,10349E+15;3,01494E+15;2,91015E+16;6,69038E+15
2024-01-04 06:15:00;8,04163E+15;2,63271E+16;1,83408E+15;4,95141E+16;9,04829E+14
2024-01-03 08:39:00;7,197E+15;6,97174E+15;1,61227E+16;3,54047E+16;8,21299E+15
2024-01-03 20:01:00;7,02861E+15;1,79806E+15;2,80141E+16;2,32237E+16;8,90963E+15
2024-01-03 21:09:00;7,34621E+15;3,05636E+16;1,96116E+15;2,19747E+16;7,44956E+15
2024-01-01 20:24:00;7,01612E+15;5,89445E+15;2,78671E+15;3,7749E+15;6,08001E+15
2024-01-01 21:32:00;7,78225E+15;2,79482E+14;1,61708E+16;2,39379E+15;9,69003E+15
2024-01-03 04:02:00;6,91912E+15;3,89363E+15;1,99419E+16;3,30977E+15;8,62266E+15
2024-01-01 08:30:00;8,66651E+15;1,84413E+16;1,80777E+16;3,2644E+16;6,42712E+15
2024-01-01 13:14:00;8,14796E+15;2,82307E+14;2,08135E+16;1,06206E+16;8,2417E+15
2024-01-03 05:01:00;7,50629E+15;3,91714E+16;2,15771E+16;3,77177E+15;9,27446E+15
2024-01-04 01:37:00;7,9337E+15;2,61514E+16;2,49039E+15;3,26845E+16;9,14991E+15
nan;6,6816E+15;4,11816E+15;2,54028E+15;4,24131E+16;9,24057E+14
2024-01-02 04:01:00;8,76169E+15;1,33403E+15;2,7602E+16;4,75631E+15;5,98304E+15
2024-01-02 01:12:00;7,20489E+15;2,89222E+16;2,1633E+15;2,95381E+14;8,86027E+15
nan;7,43975E+14;3,70099E+15;2,56404E+14;4,10349E+16;9,29419E+14
2024-01-01 01:59:00;6,57203E+15;2,47975E+16;3,48023E+15;2,87559E+15;6,52688E+15
nan;7,74314E+15;7,97306E+15;1,92128E+15;2,16943E+16;8,10723E+15
2024-01-02 01:17:00;6,94683E+15;8,38786E+15;1,80541E+16;4,60361E+16;8,44376E+15
2024-01-01 00:33:00;7,55083E+15;1,90061E+16;3,18513E+15;3,46668E+16;8,59048E+14
2024-01-03 00:07:00;7,22786E+14;1,17124E+15;2,32073E+16;1,24235E+16;8,33335E+15
2024-01-02 06:30:00;6,96113E+15;1,99109E+16;3,19377E+16;4,73788E+16;6,97576E+14
2024-01-01 07:01:00;7,09782E+15;2,00553E+15;2,34938E+15;2,66889E+16;6,58339E+15
2024-01-01 17:48:00;;6,20757E+15;1,54337E+16;3,67364E+15;7,02229E+14
2024-01-01 22:27:00;6,85925E+15;4,94078E+15;2,24975E+15;4,83706E+16;9,23038E+15
2024-01-04 07:07:00;7,12559E+15;5,34841E+15;2,72026E+16;3,13605E+16;6,56228E+14
2024-01-01 16:45:00;7,83164E+15;8,33275E+14;2,39511E+15;3,39245E+16;7,49067E+15
2024-01-01 17:19:00;8,80124E+15;5,58614E+15;2,41869E+16;1,75419E+16;7,68074E+15
2024-01-03 15:37:00;7,73879E+15;4,86581E+15;3,49663E+15;4,11202E+15;9,24657E+15
2024-01-03 09:26:00;7,04137E+15;3,50376E+16;2,58825E+16;3,08654E+15;6,6361E+15
2024-01-01 04:29:00;7,31644E+15;3,26061E+15;2,89388E+16;2,94712E+15;7,72244E+15
2024-01-02 07:37:00;7,51579E+15;2,30663E+16;2,94195E+16;1,71024E+16;8,76395E+15
2024-01-01 05:09:00;7,32529E+15;2,93525E+15;1,50034E+16;2,76455E+15;6,30076E+15
2024-01-01 00:31:00;7,95153E+15;3,07706E+15;2,60492E+15;4,79508E+15;8,45658E+15
2024-01-01 11:14:00;7,60874E+15;3,00263E+15;3,42611E+16;2,55029E+16;6,34245E+15
2024-01-04 01:06:00;7,95393E+15;4,85643E+15;3,00165E+15;1,88728E+16;7,52784E+15
2024-01-01 00:29:00;7,34278E+15;1,19204E+16;2,18085E+15;3,39427E+15;6,34315E+16
2024-01-03 22:02:00;8,16275E+15;3,31828E+16;2,22914E+16;3,0322E+15;7,51132E+15
2024-01-02 17:47:00;;1,96962E+16;2,10723E+15;2,91892E+15;5,94267E+15
nan;7,01441E+15;3,68782E+16;2,76042E+16;1,65303E+16;9,00109E+15
2024-01-02 10:27:00;8,58866E+15;6,21232E+15;1,69463E+16;4,6347E+15;6,39381E+15
2024-01-01 01:46:00;6,58751E+15;3,32468E+15;2,08E+16;3,43146E+16;6,71946E+15
2024-01-04 05:24:00;7,13063E+15;6,72166E+15;2,49643E+16;3,48567E+15;7,61155E+15
2024-01-03 16:54:00;7,18649E+15;5,64056E+15;2,57043E+16;1,47451E+16;5,94929E+15
2024-01-03 02:20:00;8,75415E+15;4,74362E+16;2,71482E+15;2,82255E+15;9,21612E+15
2024-01-02 13:12:00;8,40343E+15;4,36081E+15;3,09445E+14;3,33222E+16;7,46212E+15
2024-01-01 16:33:00;8,24696E+15;1,18961E+16;1,82647E+15;4,6943E+15;8,10678E+15
2024-01-04 01:32:00;7,33467E+15;3,00706E+15;1,95003E+16;3,3213E+15;9,4126E+15
2024-01-02 10:18:00;;5,79079E+14;3,24463E+16;4,83417E+15;7,81909E+15
2024-01-02 05:49:00;7,68418E+15;8,8603E+15;3,16232E+16;3,76763E+16;6,14528E+15
2024-01-01 06:00:00;7,98863E+15;6,79238E+15;3,14314E+16;1,62465E+16;8,34665E+15
2024-01-01 05:04:00;7,58985E+15;5,10615E+15;1,91723E+16;1,26013E+16;8,97241E+15
2024-01-02 19:47:00;7,47527E+15;1,02836E+15;1,61651E+16;3,19345E+15;8,64142E+14
2024-01-03 18:05:00;7,37411E+15;2,46759E+16;2,54683E+14;4,77733E+15;6,24068E+15
2024-01-04 03:13:00;7,39518E+15;9,71577E+12;3,24009E+14;2,27644E+16;7,36219E+14
2024-01-01 15:10:00;7,80425E+14;2,50654E+16;1,97503E+16;4,53674E+15;6,99092E+15
2024-01-03 07:13:00;7,6836E+15;1,85294E+16;3,3084E+15;1,58429E+16;7,98919E+15
2024-01-03 03:40:00;7,48426E+15;9,14014E+15;1,78307E+16;3,96462E+14;8,84079E+15
2024-01-01 11:43:00;8,25476E+15;2,59591E+16;2,09619E+15;2,66456E+16;7,22649E+15
2024-01-03 16:58:00;6,01662E+16;1,16251E+16;2,09658E+16;1,05176E+15;8,63327E+15
2024-01-01 07:20:00;7,75494E+15;1,27904E+15;1,8022E+16;2,15772E+15;6,11038E+15
2024-01-03 00:50:00;7,85887E+14;1,45314E+16;3,24556E+15;2,60286E+16;7,21775E+15
2024-01-01 10:21:00;8,07348E+15;4,60726E+15;2,32518E+15;2,75079E+16;8,42989E+15
2024-01-02 13:15:00;7,46756E+15;6,10421E+15;1,88131E+16;1,68629E+16;9,43105E+15
2024-01-02 17:38:00;7,60396E+15;1,61664E+16;1,79449E+16;3,46629E+16;6,69597E+15
2024-01-01 11:53:00;7,99297E+14;2,74271E+15;2,34183E+15;4,38601E+16;6,46057E+15
2024-01-03 08:43:00;8,24558E+14;4,31388E+15;1,53458E+16;3,75391E+16;9,455E+15
2024-01-02 23:35:00;7,34973E+15;2,71235E+16;1,74211E+16;4,19626E+16;7,89982E+15
2024-01-03 23:09:00;7,63349E+14;4,04357E+15;1,5074E+15;2,39283E+16;9,13362E+15
nan;8,33929E+15;4,84183E+15;1,54877E+16;4,37689E+15;7,04322E+15
2024-01-03 03:20:00;6,43799E+15;2,44427E+15;3,49475E+15;1,02274E+15;6,75147E+15
2024-01-04 03:16:00;7,15499E+15;1,9308E+16;2,39778E+16;4,31118E+16;7,12547E+15
2024-01-01 21:01:00;8,23292E+15;6,85268E+15;2,95785E+15;1,11043E+16;8,0588E+15
2024-01-03 04:40:00;8,04627E+15;7,88374E+15;2,97416E+15;3,58436E+15;6,53176E+15
2024-01-01 16:10:00;7,76122E+15;8,77534E+14;3,26081E+15;1,82429E+16;
2024-01-03 17:12:00;7,2757E+14;4,83818E+15;1,70749E+16;2,97416E+16;6,18542E+15
2024-01-01 03:18:00;7,05909E+14;6,63467E+15;2,55135E+15;2,61691E+16;8,5374E+14
2024-01-03 16:06:00;7,20439E+15;8,91434E+15;2,14344E+15;4,83076E+15;7,50681E+15
2024-01-01 04:19:00;8,274E+15;4,24317E+15;2,59696E+16;2,29252E+16;9,20101E+15
2024-01-03 15:10:00;7,18578E+15;8,53854E+15;2,16424E+16;3,65813E+15;6,79983E+13
2024-01-03 22:02:00;7,55071E+15;3,76531E+16;1,86732E+15;3,06832E+15;9,15149E+14
2024-01-01 08:07:00;7,12315E+15;8,52675E+15;2,84565E+16;2,51562E+16;6,22652E+15
2024-01-03 00:27:00;;9,89129E+15;1,57686E+16;3,60438E+16;8,31386E+15
2024-01-01 08:38:00;7,23064E+14;2,46679E+16;3,29077E+15;1,55913E+16;9,43567E+15
2024-01-03 07:42:00;;3,15271E+16;1,79253E+16;3,93091E+15;8,58336E+15
2024-01-01 05:11:00;6,65831E+15;4,72988E+15;2,73029E+15;3,34559E+15;6,00471E+15
2024-01-03 05:51:00;6,69332E+14;2,07676E+15;3,00841E+15;4,08126E+15;8,34816E+15
2024-01-03 00:52:00;7,50384E+15;2,76384E+15;1,64585E+16;4,01735E+15;7,23549E+15
2024-01-02 16:57:00;;2,83903E+16;3,30659E+16;2,90477E+15;8,44799E+15
2024-01-04 07:43:00;8,55254E+15;1,00688E+16;2,21235E+16;2,673E+15;7,78402E+14
2024-01-01 03:03:00;6,46924E+15;1,32587E+16;3,49345E+16;4,42317E+14;7,87514E+15
2024-01-03 03:16:00;7,09991E+15;7,79009E+15;1,63756E+15;4,64852E+15;6,21923E+16
2024-01-02 01:01:00;7,50835E+15;3,34598E+16;2,93355E+16;2,67772E+15;7,53706E+14
2024-01-02 05:50:00;7,31743E+15;2,77035E+15;1,82143E+16;4,71738E+15;7,14473E+15
nan;6,94793E+14;2,48555E+15;2,30539E+15;4,68529E+15;7,29833E+14
2024-01-02 21:37:00;7,02104E+15;4,28203E+15;2,38642E+16;1,5186E+16;9,25956E+15
2024-01-02 23:21:00;7,00467E+15;3,24773E+16;2,31231E+16;2,85697E+15;7,60626E+15
2024-01-01 21:01:00;7,35664E+15;2,22821E+16;2,17515E+15;4,22163E+16;8,5706E+15
2024-01-03 05:25:00;8,47596E+15;4,3661E+16;3,03442E+14;1,59901E+16;7,17105E+14
nan;;1,46316E+16;3,13978E+16;1,96163E+16;
2024-01-04 00:15:00;8,09145E+15;6,58849E+15;2,17123E+16;3,21313E+16;7,63702E+15
2024-01-03 21:54:00;7,75349E+15;1,99818E+16;2,46529E+15;1,48764E+15;6,9688E+15
2024-01-03 02:00:00;8,05693E+14;1,42354E+16;2,34352E+16;2,34623E+15;5,82156E+15
2024-01-02 15:37:00;6,10002E+15;5,59138E+15;2,68703E+16;3,05886E+15;7,02114E+15
2024-01-03 09:14:00;7,34777E+15;4,19956E+16;1,80053E+16;4,16585E+16;5,69915E+15
2024-01-01 06:21:00;8,15357E+15;1,12324E+16;3,11137E+16;1,63077E+16;6,36455E+15
2024-01-01 15:58:00;7,21413E+15;9,5614E+14;3,09403E+16;3,88636E+16;8,74218E+15
2024-01-01 06:56:00;8,38124E+15;1,49803E+16;2,68083E+14;4,79142E+16;8,64852E+15
2024-01-01 12:21:00;8,24195E+15;2,30783E+15;2,99229E+15;1,82808E+15;6,26951E+15
2024-01-02 04:47:00;7,26543E+15;2,45132E+15;3,47701E+16;1,90864E+16;6,35015E+15
2024-01-04 01:01:00;7,24842E+15;1,4808E+16;3,34502E+16;4,13797E+16;6,56259E+15
2024-01-01 03:16:00;6,9932E+15;2,93924E+16;2,7229E+16;1,53782E+16;8,5324E+15
2024-01-01 18:32:00;7,1852E+15;1,31755E+16;2,5228E+16;2,88103E+15;7,53525E+15
2024-01-02 20:48:00;6,88371E+15;7,08778E+15;2,56905E+15;2,6538E+15;7,22093E+11
2024-01-02 00:32:00;7,71441E+15;2,08913E+15;2,43323E+16;3,04516E+15;6,06787E+15
2024-01-03 15:39:00;6,77198E+15;4,42472E+16;2,46045E+16;3,07614E+16;8,74783E+14
2024-01-02 22:47:00;7,80187E+15;4,73708E+15;2,96407E+16;3,23105E+15;6,75659E+15
2024-01-03 08:50:00;7,81404E+15;2,37251E+16;3,48424E+14;4,27213E+15;7,25569E+14
2024-01-01 01:20:00;6,6694E+15;1,60821E+16;1,59063E+16;2,71297E+15;7,46278E+15
2024-01-04 04:53:00;8,27491E+15;6,61173E+15;1,96038E+15;1,86229E+16;9,19952E+15
2024-01-01 22:53:00;7,7568E+14;1,22574E+16;1,92042E+16;4,14314E+15;8,63104E+15
2024-01-02 01:09:00;7,87485E+15;2,09946E+16;;4,91715E+16;7,14007E+15
2024-01-02 00:02:00;7,12067E+15;1,20979E+16;2,33945E+15;1,50331E+16;5,94106E+16
2024-01-03 03:10:00;7,81119E+14;1,78902E+16;2,55026E+16;2,04183E+16;7,93968E+15
2024-01-03 02:15:00;8,0632E+15;7,88259E+15;2,4383E+15;4,90951E+15;7,24152E+15
2024-01-04 08:22:00;7,4507E+15;1,96604E+16;3,20736E+16;1,8861E+16;7,1346E+15
2024-01-02 23:01:00;8,50096E+15;3,38488E+15;2,49944E+15;2,68938E+16;9,33233E+15
nan;7,52203E+15;4,776E+15;2,83569E+16;1,33461E+16;8,5826E+15
2024-01-04 01:40:00;8,07039E+15;7,321E+15;1,53897E+16;2,22038E+15;7,43724E+15
2024-01-02 02:39:00;7,6465E+15;3,58916E+16;2,80491E+16;2,03677E+16;8,09663E+15
2024-01-04 02:02:00;7,79276E+15;8,93088E+15;1,9819E+16;4,8307E+16;6,80997E+15
2024-01-02 19:21:00;6,66433E+15;2,97046E+16;3,23374E+16;1,56233E+16;8,21093E+15
2024-01-03 15:54:00;7,68553E+15;9,72125E+15;3,00311E+15;2,23998E+15;5,97507E+14
2024-01-04 06:21:00;7,13251E+15;1,46991E+16;1,71857E+16;1,31869E+16;8,289E+14
2024-01-04 00:01:00;7,0768E+15;2,42149E+16;1,70694E+16;3,68793E+16;8,80217E+15
2024-01-03 08:33:00;8,37205E+14;4,69227E+15;2,086E+15;4,94512E+13;8,1587E+15
2024-01-04 07:11:00;7,39311E+15;2,45286E+15;1,75153E+16;1,61273E+16;7,57805E+14
2024-01-02 13:08:00;6,99835E+15;1,09625E+16;2,98066E+16;3,50874E+15;7,89752E+15
2024-01-03 21:50:00;7,32043E+15;4,79904E+15;3,47363E+16;1,61327E+16;7,11171E+15
2024-01-02 15:20:00;6,84977E+15;1,13935E+16;2,81051E+16;1,90595E+15;7,12088E+15
2024-01-01 19:07:00;8,21694E+15;6,94745E+15;1,99809E+16;3,16874E+15;6,13612E+16
2024-01-01 11:05:00;7,15216E+15;1,4905E+16;2,62854E+16;4,79887E+15;6,90705E+15
2024-01-03 03:14:00;7,76465E+15;1,19844E+16;3,1113E+16;2,90048E+15;8,8044E+15
2024-01-04 10:22:00;8,17805E+15;2,72465E+16;3,42441E+15;2,80205E+15;6,86827E+15
