timestamp;temperature;vibration;pressure;flow_rate;efficiency;anomaly
2024-01-03 04:38:00;6887050000000000.0;6444630000000000.0;2067170000000000.0;3045820000000000.0;8101050000000000.0;1
2024-01-04 09:36:00;7507560000000000.0;2.5575e+16;2109910000000000.0;1.12686e+16;7469830000000000.0;1
2024-01-02 13:29:00;7668160000000000.0;6101000000000000.0;1.54941e+16;4.76167e+16;9035630000000000.0;1
2024-01-04 05:20:00;7312690000000000.0;4472500000000000.0;3.15121e+16;3.93898e+16;6597670000000000.0;1
2024-01-04 02:45:00;7259920000000000.0;5146460000000000.0;1.51782e+16;446146000000000.0;5957860000000000.0;1
2024-01-04 10:27:00;7203600000000000.0;4924160000000000.0;2.45541e+16;3.23171e+16;6794200000000000.0;1
2024-01-04 10:00:00;7488300000000000.0;1.28719e+16;1.61272e+16;1.26183e+16;6845970000000000.0;1
2024-01-02 08:43:00;6308620000000000.0;3351100000000000.0;3.09729e+16;2.75665e+16;8433140000000000.0;1
2024-01-03 06:03:00;6949340000000000.0;689411000000000.0;2993170000000000.0;2469420000000000.0;7762710000000000.0;1
2024-01-02 02:30:00;7186470000000000.0;2.12091e+16;2.94306e+16;3.06127e+16;7597300000000000.0;1
2024-01-03 16:07:00;810375000000000.0;2.16623e+16;2.97253e+16;1.8409e+16;6667760000000000.0;1
2024-01-01 05:21:00;7093090000000000.0;36340800000000.0;3.38048e+16;2806600000000000.0;6474370000000000.0;1
2024-01-02 20:38:00;7590230000000000.0;1.28399e+16;2333620000000000.0;1.11767e+16;9140280000000000.0;1
2024-01-04 05:05:00;7613270000000000.0;8451070000000000.0;3223150000000000.0;159642000000000.0;7002960000000000.0;1
2024-01-04 10:29:00;8148960000000000.0;3.92181e+16;1.86846e+16;4485810000000000.0;799612000000000.0;1
2024-01-03 07:28:00;8131290000000000.0;3774070000000000.0;2.40253e+16;2.51175e+16;8961250000000000.0;1
2024-01-03 07:37:00;7471250000000000.0;1.67346e+16;1517820000000000.0;1.70166e+16;7143700000000000.0;1
2024-01-01 09:49:00;7262260000000000.0;3.19039e+16;2068280000000000.0;2.42896e+16;8912540000000000.0;1
2024-01-01 04:11:00;7168080000000000.0;2068740000000000.0;2.41632e+16;3.48269e+16;735289000000000.0;1
2024-01-03 18:13:00;737947000000000.0;5167620000000000.0;3.31858e+16;1.01973e+16;816989000000000.0;1
2024-01-02 03:10:00;72829800000000.0;5930750000000000.0;2.1339e+16;4.79358e+16;6597080000000000.0;1
2024-01-01 09:07:00;7776810000000000.0;2616690000000000.0;2844820000000000.0;3.21684e+16;8161890000000000.0;1
2024-01-01 00:35:00;7710150000000000.0;6934830000000000.0;3.16793e+16;2.52387e+16;6662180000000000.0;1
2024-01-03 08:02:00;7795900000000000.0;1.27267e+16;2.15306e+16;4.45328e+16;8929910000000000.0;1
2024-01-02 01:13:00;8129640000000000.0;1.16512e+16;1838460000000000.0;298645000000000.0;7446890000000000.0;1
2024-01-03 23:57:00;8431430000000000.0;2.76934e+16;2.68239e+16;13716600000000.0;9363540000000000.0;1
2024-01-01 00:39:00;7562330000000000.0;3.37363e+16;2.06877e+16;4.65137e+16;8117590000000000.0;1
2024-01-04 08:19:00;8049730000000000.0;5845050000000000.0;2.8049e+16;2.54636e+16;8803570000000000.0;1
2024-01-03 09:45:00;7324170000000000.0;2.32838e+16;1.7694e+16;3287730000000000.0;7597300000000000.0;1
2024-01-02 05:20:00;7412955000000000.0;3.00961e+16;1.80319e+16;4777580000000000.0;7730490000000000.0;1
2024-01-02 14:24:00;8030750000000000.0;1.39876e+16;285185000000000.0;2180460000000000.0;8508150000000000.0;1
2024-01-03 14:03:00;8004210000000000.0;1046320000000000.0;3.44712e+16;1711990000000000.0;7972300000000000.0;1
2024-01-03 06:44:00;7547030000000000.0;1.93848e+16;1993790000000000.0;4.46149e+16;7597300000000000.0;1
2024-01-04 11:13:00;7165820000000000.0;3489780000000000.0;2.92783e+16;3.0881e+16;8449090000000000.0;1
2024-01-03 02:32:00;7479980000000000.0;1.67444e+16;3.18768e+16;1.44257e+16;8945200000000000.0;1
2024-01-03 00:58:00;8266510000000000.0;5621140000000000.0;2277770000000000.0;3.78495e+16;6359100000000000.0;1
2024-01-03 02:39:00;7345080000000000.0;6936850000000000.0;3443430000000000.0;3296320000000000.0;9300030000000000.0;1
2024-01-04 05:35:00;7892560000000000.0;1.52909e+16;1664790000000000.0;2.31117e+16;6896090000000000.0;1
2024-01-02 18:25:00;7921980000000000.0;1.15811e+16;3469300000000000.0;4398460000000000.0;6.34164e+16;-1
2024-01-02 19:12:00;7358160000000000.0;1.73434e+16;3192470000000000.0;2.84223e+16;6174840000000000.0;1
2024-01-01 19:48:00;815817000000000.0;1.25896e+16;3.23292e+16;2635080000000000.0;7380620000000000.0;1
2024-01-03 01:26:00;6045670000000000.0;337896000000000.0;3184810000000000.0;173361000000000.0;7068970000000000.0;1
2024-01-01 17:57:00;6888620000000000.0;4426830000000000.0;3223730000000000.0;2.01856e+16;6.23801e+16;-1
2024-01-01 01:47:00;7042180000000000.0;2.45426e+16;3130310000000000.0;2.093e+16;6000050000000000.0;1
2024-01-01 21:55:00;7090140000000000.0;2.07239e+16;3.29903e+16;2623190000000000.0;662543000000000.0;1
2024-01-03 05:07:00;7668130000000000.0;5028350000000000.0;2.4216e+16;300336000000000.0;6735180000000000.0;1
2024-01-02 21:53:00;7645020000000000.0;1.30114e+16;3.37858e+16;4961170000000000.0;8490030000000000.0;1
2024-01-04 07:13:00;7697000000000000.0;1.27219e+16;2.26993e+16;3.18003e+16;7446550000000000.0;1
2024-01-01 20:31:00;7798040000000000.0;2504850000000000.0;2.95703e+16;2.86858e+16;7434260000000000.0;1
2024-01-02 23:56:00;7024950000000000.0;7113240000000000.0;2920710000000000.0;3558910000000000.0;8955280000000000.0;1
2024-01-01 05:23:00;689091000000000.0;6004790000000000.0;3141790000000000.0;4022280000000000.0;7173600000000000.0;1
2024-01-01 13:19:00;7698160000000000.0;1.62047e+16;2.97677e+16;4.91758e+16;6874580000000000.0;1
2024-01-03 11:30:00;718488000000000.0;1.93667e+16;1.57076e+16;4.99238e+16;6706160000000000.0;1
2024-01-03 00:14:00;6714760000000000.0;525478000000000.0;2978310000000000.0;4.44357e+16;8384880000000000.0;1
2024-01-03 00:47:00;7985670000000000.0;2186360000000000.0;1.54659e+16;1.17017e+16;7597300000000000.0;1
2024-01-01 16:11:00;827858000000000.0;8626910000000000.0;3.1779e+16;2292450000000000.0;8180330000000000.0;1
2024-01-02 04:07:00;759350000000000.0;470995000000000.0;3.15915e+16;4.47148e+16;8115760000000000.0;1
2024-01-03 11:35:00;7812970000000000.0;1.49909e+16;3.18263e+16;4807570000000000.0;7456060000000000.0;1
2024-01-02 09:40:00;8184930000000000.0;1.17757e+16;2.70482e+16;3517340000000000.0;7597300000000000.0;1
2024-01-03 19:34:00;7179290000000000.0;2.21412e+16;1.86762e+16;1771190000000000.0;9014300000000000.0;1
2024-01-01 15:52:00;8055340000000000.0;49538600000000.0;2.51596e+16;4885870000000000.0;7080780000000000.0;1
2024-01-01 05:59:00;7637700000000000.0;3.24649e+16;2532420000000000.0;4.59444e+16;6821130000000000.0;1
2024-01-03 16:17:00;7956860000000000.0;3.51937e+16;2.14954e+16;4.65325e+16;9298500000000000.0;1
2024-01-01 14:21:00;7593050000000000.0;1.42777e+16;2348200000000000.0;3030990000000000.0;9204720000000000.0;1
2024-01-03 04:25:00;8148130000000000.0;3.98445e+16;3244350000000000.0;2.47152e+16;7057830000000000.0;1
2024-01-03 07:05:00;7611760000000000.0;4254610000000000.0;2.53586e+16;3.54854e+16;7597300000000000.0;1
2024-01-03 02:06:00;6758010000000000.0;3.51258e+16;2.90949e+16;3.6252e+16;7503430000000000.0;1
2024-01-03 18:41:00;822596000000000.0;4544490000000000.0;2.49162e+16;4.70943e+16;7843330000000000.0;1
2024-01-02 22:10:00;7026230000000000.0;8608420000000000.0;2.73494e+16;3.28603e+16;6452750000000000.0;1
2024-01-02 16:38:00;8126530000000000.0;5909840000000000.0;1.68517e+16;4515090000000000.0;6195230000000000.0;1
2024-01-03 01:02:00;745488000000000.0;1.10055e+16;3362780000000000.0;2.26183e+16;8643310000000000.0;1
2024-01-03 22:38:00;8088010000000000.0;1.25005e+16;2.37187e+16;1.16997e+16;9299810000000000.0;1
2024-01-03 04:34:00;7715070000000000.0;3.09235e+16;2.8342e+16;1.79955e+16;7597300000000000.0;1
2024-01-03 15:07:00;7754270000000000.0;7304600000000000.0;309854000000000.0;4112200000000000.0;7409100000000000.0;1
2024-01-03 21:49:00;7711310000000000.0;5503660000000000.0;1.56975e+16;4219110000000000.0;6890280000000000.0;1
2024-01-02 23:05:00;649309000000000.0;1.60838e+16;3.3707e+16;413219000000000.0;7284500000000000.0;1
2024-01-02 18:19:00;7559170000000000.0;7637850000000000.0;3159490000000000.0;2851290000000000.0;8825510000000000.0;1
2024-01-02 13:11:00;6941970000000000.0;4499140000000000.0;3.16752e+16;4571480000000000.0;6628450000000000.0;1
2024-01-01 12:44:00;7585590000000000.0;1.43617e+16;2434230000000000.0;2782280000000000.0;6355550000000000.0;1
2024-01-01 00:19:00;6928530000000000.0;1.90468e+16;3092650000000000.0;33997100000000.0;9437020000000000.0;1
2024-01-04 09:43:00;6907520000000000.0;1.44542e+16;2.65036e+16;1853840000000000.0;6897220000000000.0;1
2024-01-03 03:33:00;8302470000000000.0;2.43275e+16;2.50696e+16;1.09547e+16;929639000000000.0;1
2024-01-02 06:43:00;8034720000000000.0;401260000000000.0;3.06984e+16;3.4178e+16;7897210000000000.0;1
2024-01-02 12:05:00;7497930000000000.0;2058650000000000.0;2.7556e+16;3612380000000000.0;6780060000000000.0;1
2024-01-02 07:02:00;7592380000000000.0;2.70405e+16;1654320000000000.0;4.71618e+16;711146000000000.0;1
2024-01-02 23:30:00;7376040000000000.0;2.20813e+16;2129020000000000.0;4.37925e+16;7540420000000000.0;1
2024-01-03 20:43:00;7784940000000000.0;4550950000000000.0;2744190000000000.0;4104120000000000.0;6995830000000000.0;1
2024-01-02 15:00:00;7161970000000000.0;5330460000000000.0;3.3076e+16;3801200000000000.0;8705350000000000.0;1
2024-01-01 08:47:00;7996870000000000.0;4861000000000000.0;3366000000000000.0;2727390000000000.0;7510040000000000.0;1
2024-01-02 05:03:00;7373460000000000.0;7039350000000000.0;3.17782e+16;2954900000000000.0;8902850000000000.0;1
2024-01-03 18:43:00;7290080000000000.0;6910290000000000.0;2008630000000000.0;411739000000000.0;8992020000000000.0;1
2024-01-01 18:43:00;7510860000000000.0;5448080000000000.0;2.44676e+16;163529000000000.0;9207870000000000.0;1
2024-01-03 13:49:00;7204430000000000.0;1.70477e+16;2.36678e+16;3.86991e+16;8637640000000000.0;1
2024-01-02 20:00:00;72313200000000.0;4045440000000000.0;1.59957e+16;1897530000000000.0;6.39556e+16;-1
2024-01-01 12:45:00;7734260000000000.0;3623750000000000.0;1.84728e+16;2.782e+16;8349110000000000.0;1
2024-01-03 19:51:00;7412955000000000.0;3.54994e+16;2.73454e+16;1.46259e+16;6563310000000000.0;1
2024-01-02 12:56:00;7434710000000000.0;1030950000000000.0;1.79995e+16;3496410000000000.0;8936030000000000.0;1
2024-01-03 22:16:00;7730670000000000.0;3375420000000000.0;2.14878e+16;2.68357e+16;8905490000000000.0;1
2024-01-03 01:12:00;7282070000000000.0;5392980000000000.0;2.38781e+16;2002240000000000.0;7757100000000000.0;1
2024-01-01 16:10:00;7732160000000000.0;3281250000000000.0;2.14843e+16;4.56567e+16;8796590000000000.0;1
2024-01-03 07:50:00;777770000000000.0;2103490000000000.0;3014940000000000.0;2.91015e+16;6690380000000000.0;1
2024-01-04 06:15:00;8041630000000000.0;2.63271e+16;1834080000000000.0;4.95141e+16;904829000000000.0;1
2024-01-03 08:39:00;7197000000000000.0;6971740000000000.0;1.61227e+16;3.54047e+16;8212990000000000.0;1
2024-01-03 20:01:00;7028610000000000.0;1798060000000000.0;2.80141e+16;2.32237e+16;8909630000000000.0;1
2024-01-03 21:09:00;7346210000000000.0;3.05636e+16;1961160000000000.0;2.19747e+16;7449560000000000.0;1
2024-01-01 20:24:00;7016120000000000.0;5894450000000000.0;2786710000000000.0;3774900000000000.0;6080010000000000.0;1
2024-01-01 21:32:00;7782250000000000.0;279482000000000.0;1.61708e+16;2393790000000000.0;9690030000000000.0;1
2024-01-03 04:02:00;6919120000000000.0;3893630000000000.0;1.99419e+16;3309770000000000.0;8622660000000000.0;1
2024-01-01 08:30:00;8666510000000000.0;1.84413e+16;1.80777e+16;3.2644e+16;6427120000000000.0;1
2024-01-01 13:14:00;8147960000000000.0;282307000000000.0;2.08135e+16;1.06206e+16;8241700000000000.0;1
2024-01-03 05:01:00;7506290000000000.0;3.91714e+16;2.15771e+16;3771770000000000.0;9274460000000000.0;1
2024-01-04 01:37:00;7933700000000000.0;2.61514e+16;2490390000000000.0;3.26845e+16;9149910000000000.0;1
2024-01-02 04:01:00;8761690000000000.0;1334030000000000.0;2.7602e+16;4756310000000000.0;5983040000000000.0;1
2024-01-02 01:12:00;7204890000000000.0;2.89222e+16;2163300000000000.0;295381000000000.0;8860270000000000.0;1
2024-01-01 01:59:00;6572030000000000.0;2.47975e+16;3480230000000000.0;2875590000000000.0;6526880000000000.0;1
2024-01-02 01:17:00;6946830000000000.0;8387860000000000.0;1.80541e+16;4.60361e+16;8443760000000000.0;1
2024-01-01 00:33:00;7550830000000000.0;1.90061e+16;3185130000000000.0;3.46668e+16;859048000000000.0;1
2024-01-03 00:07:00;722786000000000.0;1171240000000000.0;2.32073e+16;1.24235e+16;8333350000000000.0;1
2024-01-02 06:30:00;6961130000000000.0;1.99109e+16;3.19377e+16;4.73788e+16;697576000000000.0;1
2024-01-01 07:01:00;7097820000000000.0;2005530000000000.0;2349380000000000.0;2.66889e+16;6583390000000000.0;1
2024-01-01 17:48:00;7412955000000000.0;6207570000000000.0;1.54337e+16;3673640000000000.0;702229000000000.0;1
2024-01-01 22:27:00;6859250000000000.0;4940780000000000.0;2249750000000000.0;4.83706e+16;9230380000000000.0;1
2024-01-04 07:07:00;7125590000000000.0;5348410000000000.0;2.72026e+16;3.13605e+16;656228000000000.0;1
2024-01-01 16:45:00;7831640000000000.0;833275000000000.0;2395110000000000.0;3.39245e+16;7490670000000000.0;1
2024-01-01 17:19:00;8801240000000000.0;5586140000000000.0;2.41869e+16;1.75419e+16;7680740000000000.0;1
2024-01-03 15:37:00;7738790000000000.0;4865810000000000.0;3496630000000000.0;4112020000000000.0;9246570000000000.0;1
2024-01-03 09:26:00;7041370000000000.0;3.50376e+16;2.58825e+16;3086540000000000.0;6636100000000000.0;1
2024-01-01 04:29:00;7316440000000000.0;3260610000000000.0;2.89388e+16;2947120000000000.0;7722440000000000.0;1
2024-01-02 07:37:00;7515790000000000.0;2.30663e+16;2.94195e+16;1.71024e+16;8763950000000000.0;1
2024-01-01 05:09:00;7325290000000000.0;2935250000000000.0;1.50034e+16;2764550000000000.0;6300760000000000.0;1
2024-01-01 00:31:00;7951530000000000.0;3077060000000000.0;2604920000000000.0;4795080000000000.0;8456580000000000.0;1
2024-01-01 11:14:00;7608740000000000.0;3002630000000000.0;3.42611e+16;2.55029e+16;6342450000000000.0;1
2024-01-04 01:06:00;7953930000000000.0;4856430000000000.0;3001650000000000.0;1.88728e+16;7527840000000000.0;1
2024-01-01 00:29:00;7342780000000000.0;1.19204e+16;2180850000000000.0;3394270000000000.0;6.34315e+16;-1
2024-01-03 22:02:00;8162750000000000.0;3.31828e+16;2.22914e+16;3032200000000000.0;7511320000000000.0;1
2024-01-02 17:47:00;7412955000000000.0;1.96962e+16;2107230000000000.0;2918920000000000.0;5942670000000000.0;1
2024-01-02 10:27:00;8588660000000000.0;6212320000000000.0;1.69463e+16;4634700000000000.0;6393810000000000.0;1
2024-01-01 01:46:00;6587510000000000.0;3324680000000000.0;2.08e+16;3.43146e+16;6719460000000000.0;1
2024-01-04 05:24:00;7130630000000000.0;6721660000000000.0;2.49643e+16;3485670000000000.0;7611550000000000.0;1
2024-01-03 16:54:00;7186490000000000.0;5640560000000000.0;2.57043e+16;1.47451e+16;5949290000000000.0;1
2024-01-03 02:20:00;8754150000000000.0;4.74362e+16;2714820000000000.0;2822550000000000.0;9216120000000000.0;1
2024-01-02 13:12:00;8403430000000000.0;4360810000000000.0;309445000000000.0;3.33222e+16;7462120000000000.0;1
2024-01-01 16:33:00;8246960000000000.0;1.18961e+16;1826470000000000.0;4694300000000000.0;8106780000000000.0;1
2024-01-04 01:32:00;7334670000000000.0;3007060000000000.0;1.95003e+16;3321300000000000.0;9412600000000000.0;1
2024-01-02 10:18:00;7412955000000000.0;579079000000000.0;3.24463e+16;4834170000000000.0;7819090000000000.0;1
2024-01-02 05:49:00;7684180000000000.0;8860300000000000.0;3.16232e+16;3.76763e+16;6145280000000000.0;1
2024-01-01 06:00:00;7988630000000000.0;6792380000000000.0;3.14314e+16;1.62465e+16;8346650000000000.0;1
2024-01-01 05:04:00;7589850000000000.0;5106150000000000.0;1.91723e+16;1.26013e+16;8972410000000000.0;1
2024-01-02 19:47:00;7475270000000000.0;1028360000000000.0;1.61651e+16;3193450000000000.0;864142000000000.0;1
2024-01-03 18:05:00;7374110000000000.0;2.46759e+16;254683000000000.0;4777330000000000.0;6240680000000000.0;1
2024-01-04 03:13:00;7395180000000000.0;9715770000000.0;324009000000000.0;2.27644e+16;736219000000000.0;1
2024-01-01 15:10:00;780425000000000.0;2.50654e+16;1.97503e+16;4536740000000000.0;6990920000000000.0;1
2024-01-03 07:13:00;7683600000000000.0;1.85294e+16;3308400000000000.0;1.58429e+16;7989190000000000.0;1
2024-01-03 03:40:00;7484260000000000.0;9140140000000000.0;1.78307e+16;396462000000000.0;8840790000000000.0;1
2024-01-01 11:43:00;8254760000000000.0;2.59591e+16;2096190000000000.0;2.66456e+16;7226490000000000.0;1
2024-01-03 16:58:00;6.01662e+16;1.16251e+16;2.09658e+16;1051760000000000.0;8633270000000000.0;1
2024-01-01 07:20:00;7754940000000000.0;1279040000000000.0;1.8022e+16;2157720000000000.0;6110380000000000.0;1
2024-01-03 00:50:00;785887000000000.0;1.45314e+16;3245560000000000.0;2.60286e+16;7217750000000000.0;1
2024-01-01 10:21:00;8073480000000000.0;4607260000000000.0;2325180000000000.0;2.75079e+16;8429890000000000.0;1
2024-01-02 13:15:00;7467560000000000.0;6104210000000000.0;1.88131e+16;1.68629e+16;9431050000000000.0;1
2024-01-02 17:38:00;7603960000000000.0;1.61664e+16;1.79449e+16;3.46629e+16;6695970000000000.0;1
2024-01-01 11:53:00;799297000000000.0;2742710000000000.0;2341830000000000.0;4.38601e+16;6460570000000000.0;1
2024-01-03 08:43:00;824558000000000.0;4313880000000000.0;1.53458e+16;3.75391e+16;9455000000000000.0;1
2024-01-02 23:35:00;7349730000000000.0;2.71235e+16;1.74211e+16;4.19626e+16;7899820000000000.0;1
2024-01-03 23:09:00;763349000000000.0;4043570000000000.0;1507400000000000.0;2.39283e+16;9133620000000000.0;1
2024-01-03 03:20:00;6437990000000000.0;2444270000000000.0;3494750000000000.0;1022740000000000.0;6751470000000000.0;1
2024-01-04 03:16:00;7154990000000000.0;1.9308e+16;2.39778e+16;4.31118e+16;7125470000000000.0;1
2024-01-01 21:01:00;8232920000000000.0;6852680000000000.0;2957850000000000.0;1.11043e+16;8058800000000000.0;1
2024-01-03 04:40:00;8046270000000000.0;7883740000000000.0;2974160000000000.0;3584360000000000.0;6531760000000000.0;1
2024-01-03 17:12:00;727570000000000.0;4838180000000000.0;1.70749e+16;2.97416e+16;6185420000000000.0;1
2024-01-01 03:18:00;705909000000000.0;6634670000000000.0;2551350000000000.0;2.61691e+16;853740000000000.0;1
2024-01-03 16:06:00;7204390000000000.0;8914340000000000.0;2143440000000000.0;4830760000000000.0;7506810000000000.0;1
2024-01-01 04:19:00;8274000000000000.0;4243170000000000.0;2.59696e+16;2.29252e+16;9201010000000000.0;1
2024-01-03 15:10:00;7185780000000000.0;8538540000000000.0;2.16424e+16;3658130000000000.0;67998300000000.0;1
2024-01-01 08:07:00;7123150000000000.0;8526750000000000.0;2.84565e+16;2.51562e+16;6226520000000000.0;1
2024-01-03 00:27:00;7412955000000000.0;9891290000000000.0;1.57686e+16;3.60438e+16;8313860000000000.0;1
2024-01-01 08:38:00;723064000000000.0;2.46679e+16;3290770000000000.0;1.55913e+16;9435670000000000.0;1
2024-01-03 07:42:00;7412955000000000.0;3.15271e+16;1.79253e+16;3930910000000000.0;8583360000000000.0;1
2024-01-01 05:11:00;6658310000000000.0;4729880000000000.0;2730290000000000.0;3345590000000000.0;6004710000000000.0;1
2024-01-03 05:51:00;669332000000000.0;2076760000000000.0;3008410000000000.0;4081260000000000.0;8348160000000000.0;1
2024-01-03 00:52:00;7503840000000000.0;2763840000000000.0;1.64585e+16;4017350000000000.0;7235490000000000.0;1
2024-01-02 16:57:00;7412955000000000.0;2.83903e+16;3.30659e+16;2904770000000000.0;8447990000000000.0;1
2024-01-04 07:43:00;8552540000000000.0;1.00688e+16;2.21235e+16;2673000000000000.0;778402000000000.0;1
2024-01-01 03:03:00;6469240000000000.0;1.32587e+16;3.49345e+16;442317000000000.0;7875140000000000.0;1
2024-01-03 03:16:00;7099910000000000.0;7790090000000000.0;1637560000000000.0;4648520000000000.0;6.21923e+16;-1
2024-01-02 01:01:00;7508350000000000.0;3.34598e+16;2.93355e+16;2677720000000000.0;753706000000000.0;1
2024-01-02 05:50:00;7317430000000000.0;2770350000000000.0;1.82143e+16;4717380000000000.0;7144730000000000.0;1
2024-01-02 21:37:00;7021040000000000.0;4282030000000000.0;2.38642e+16;1.5186e+16;9259560000000000.0;1
2024-01-02 23:21:00;7004670000000000.0;3.24773e+16;2.31231e+16;2856970000000000.0;7606260000000000.0;1
2024-01-03 05:25:00;8475960000000000.0;4.3661e+16;303442000000000.0;1.59901e+16;717105000000000.0;-1
2024-01-04 00:15:00;8091450000000000.0;6588490000000000.0;2.17123e+16;3.21313e+16;7637020000000000.0;1
2024-01-03 21:54:00;7753490000000000.0;1.99818e+16;2465290000000000.0;1487640000000000.0;6968800000000000.0;1
2024-01-03 02:00:00;805693000000000.0;1.42354e+16;2.34352e+16;2346230000000000.0;5821560000000000.0;1
2024-01-02 15:37:00;6100020000000000.0;5591380000000000.0;2.68703e+16;3058860000000000.0;7021140000000000.0;1
2024-01-03 09:14:00;7347770000000000.0;4.19956e+16;1.80053e+16;4.16585e+16;5699150000000000.0;1
2024-01-01 06:21:00;8153570000000000.0;1.12324e+16;3.11137e+16;1.63077e+16;6364550000000000.0;1
2024-01-01 15:58:00;7214130000000000.0;956140000000000.0;3.09403e+16;3.88636e+16;8742180000000000.0;1
2024-01-01 06:56:00;8381240000000000.0;1.49803e+16;268083000000000.0;4.79142e+16;8648520000000000.0;1
2024-01-01 12:21:00;8241950000000000.0;2307830000000000.0;2992290000000000.0;1828080000000000.0;6269510000000000.0;1
2024-01-02 04:47:00;7265430000000000.0;2451320000000000.0;3.47701e+16;1.90864e+16;6350150000000000.0;1
2024-01-04 01:01:00;7248420000000000.0;1.4808e+16;3.34502e+16;4.13797e+16;6562590000000000.0;1
2024-01-01 03:16:00;6993200000000000.0;2.93924e+16;2.7229e+16;1.53782e+16;8532400000000000.0;1
2024-01-01 18:32:00;7185200000000000.0;1.31755e+16;2.5228e+16;2881030000000000.0;7535250000000000.0;1
2024-01-02 20:48:00;6883710000000000.0;7087780000000000.0;2569050000000000.0;2653800000000000.0;722093000000.0;1
2024-01-02 00:32:00;7714410000000000.0;2089130000000000.0;2.43323e+16;3045160000000000.0;6067870000000000.0;1
2024-01-03 15:39:00;6771980000000000.0;4.42472e+16;2.46045e+16;3.07614e+16;874783000000000.0;1
2024-01-02 22:47:00;7801870000000000.0;4737080000000000.0;2.96407e+16;3231050000000000.0;6756590000000000.0;1
2024-01-03 08:50:00;7814040000000000.0;2.37251e+16;348424000000000.0;4272130000000000.0;725569000000000.0;1
2024-01-01 01:20:00;6669400000000000.0;1.60821e+16;1.59063e+16;2712970000000000.0;7462780000000000.0;1
2024-01-04 04:53:00;8274910000000000.0;6611730000000000.0;1960380000000000.0;1.86229e+16;9199520000000000.0;1
2024-01-01 22:53:00;775680000000000.0;1.22574e+16;1.92042e+16;4143140000000000.0;8631040000000000.0;1
2024-01-02 01:09:00;7874850000000000.0;2.09946e+16;1.79995e+16;4.91715e+16;7140070000000000.0;1
2024-01-02 00:02:00;7120670000000000.0;1.20979e+16;2339450000000000.0;1.50331e+16;5.94106e+16;-1
2024-01-03 03:10:00;781119000000000.0;1.78902e+16;2.55026e+16;2.04183e+16;7939680000000000.0;1
2024-01-03 02:15:00;8063200000000000.0;7882590000000000.0;2438300000000000.0;4909510000000000.0;7241520000000000.0;1
2024-01-04 08:22:00;7450700000000000.0;1.96604e+16;3.20736e+16;1.8861e+16;7134600000000000.0;1
2024-01-02 23:01:00;8500960000000000.0;3384880000000000.0;2499440000000000.0;2.68938e+16;9332330000000000.0;1
2024-01-04 01:40:00;8070390000000000.0;7321000000000000.0;1.53897e+16;2220380000000000.0;7437240000000000.0;1
2024-01-02 02:39:00;7646500000000000.0;3.58916e+16;2.80491e+16;2.03677e+16;8096630000000000.0;1
2024-01-04 02:02:00;7792760000000000.0;8930880000000000.0;1.9819e+16;4.8307e+16;6809970000000000.0;1
2024-01-02 19:21:00;6664330000000000.0;2.97046e+16;3.23374e+16;1.56233e+16;8210930000000000.0;1
